,Unnamed: 0,ID,first_wins,s,phi_vanilla,phi_avg,phi_entropy,gemma_27b_vanilla,gemma_27b_avg,gemma_27b_entropy,gemma_2b_vanilla,gemma_2b_avg,gemma_2b_entropy,gemma_9b_vanilla,gemma_9b_avg,gemma_9b_entropy,llama_3b_vanilla,llama_3b_avg,llama_3b_entropy,llama_8b_vanilla,llama_8b_avg,llama_8b_entropy,llama_70b_vanilla,llama_70b_avg,llama_70b_entropy,aya_32b_vanilla,aya_32b_avg,aya_32b_entropy,aya_8b_vanilla,aya_8b_avg,aya_8b_entropy,mixtral_vanilla,mixtral_avg,mixtral_entropy,conf_phi_vanilla,conf_phi_avg,conf_phi_entropy,conf_phi_verbal_conf,conf_llama_3b_vanilla,conf_llama_3b_avg,conf_llama_3b_entropy,conf_llama_3b_verbal_conf,conf_llama_8b_vanilla,conf_llama_8b_avg,conf_llama_8b_entropy,conf_llama_8b_verbal_conf,conf_llama_70b_vanilla,conf_llama_70b_avg,conf_llama_70b_entropy,conf_llama_70b_verbal_conf,conf_gemma_27b_vanilla,conf_gemma_27b_avg,conf_gemma_27b_entropy,conf_gemma_27b_verbal_conf,conf_gemma_2b_vanilla,conf_gemma_2b_avg,conf_gemma_2b_entropy,conf_gemma_2b_verbal_conf,conf_gemma_9b_vanilla,conf_gemma_9b_avg,conf_gemma_9b_entropy,conf_gemma_9b_verbal_conf,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_mixtral_vanilla,conf_mixtral_avg,conf_mixtral_entropy,conf_mixtral_verbal_conf,FKGL,ARI,RSRS_mBERT
149,149,575,1,"Later, Esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves, even if it is never used by the United Nations or other international organizations.",3,3.091215552063659,0.0816416977106893,4,4.091369130728708,0.0482853374132303,6,5.684618391096592,0.1068632510293045,6,5.765246925584506,0.0501067710555018,6,6.247472137212753,0.0735031327018199,6,5.287026226520538,0.0877115562934419,6,6.062483463436365,0.0198734255712502,5,4.871995380346789,0.0337388795786073,4,4.172911160750118,0.0386108881395905,3,3.294346121996149,0.0639075349757487,3,3.266653758386383,0.0837498391419179,7.730319224570849,6,5.083713799715042,0.0889231106409049,6.832035779953003,6,5.777300029993057,0.0450870558019201,7.777300089597702,6,6.158869117498398,0.0372213555746297,8.0,5,4.641025788179832,0.0689018502745399,6.561944781652983,6,6.088299531722441,0.0811199833418161,7.225902563193813,6,5.684177170871408,0.0556500666342672,7.754836167420535,5,5.011332444622894,0.0295717441643897,7.002568072814029,2,2.395623919629486,0.0725374800250868,8.075836559251911,16.9,18.8,0.0005112728314239
150,150,152,1,"Giardia Lamblia( equivalent with Lamblia Intestinalis and Giardia Duodenalis) is a Scourged diverse group of Eukryotes host that settles and Duplicates in the small intestine, causing an Intestinal Dissorder.",7,7.342963341594441,0.0666265273650858,7,6.758754735303228,0.0483843822710116,2,2.487358524464071,0.1156505732262426,7,6.553148983308347,0.0584369782351545,8,7.867541261017322,0.0718037356147558,8,8.348645627498627,0.0549749854538071,8,7.81127755343914,0.04118128342827,7,6.52095612524468,0.0583900189204253,6,5.898152264869623,0.0399425755212613,7,7.132782327993482,0.0378463381256576,7,7.281188596571155,0.0649039122424552,7.837793415885244,8,7.95099651068449,0.060347868877342,6.832035779953003,8,8.11072763055563,0.0295902015580156,7.448104560375214,8,7.777300089597702,0.0450870558019201,7.841131299734116,7,6.911017293172336,0.0301190611759397,5.726595048268791,3,3.412941452115774,0.124797363209828,6.668660255614668,6,6.161645771040639,0.0621363489047121,7.242029547061975,7,6.891769517194916,0.0277891568984654,7.99007417145333,7,6.924451449427579,0.0261640822470896,7.731031521470402,18.1,22.3,0.0009161475049702
151,151,584,2,A town can be correctly described as a market town or as having rights to trade even if it does n't have a market anymore because the right to do it is still exists.,7,6.808433662554307,0.0814449312189887,6,5.87004176620394,0.0409436546808715,6,5.32958104647696,0.114709347927675,6,6.168543488274736,0.0499625139169201,6,6.509190082550049,0.0746603820735119,6,6.448103815317154,0.0584733539531427,6,6.110727429389954,0.0295901306108655,6,5.717038358837726,0.0512841426909154,6,5.7230523097478,0.0539346133351549,6,5.644030123949051,0.07788152198955,7,6.942032250336979,0.0511733189316009,7.729170428148791,6,5.891062423586845,0.0893993180478847,7.0,6,6.348645508289337,0.0549749854538071,7.302940785884857,6,6.222700327634811,0.0450870558019201,7.397314846515655,6,6.031846533769567,0.0349556958896589,5.872424097295152,6,5.88679841713747,0.077979548656034,7.25571956881322,6,6.026711092625192,0.0358389675257312,7.530804890438048,6,5.751372321811061,0.0463081257812352,7.132957055823681,5,5.0273281503032194,0.0145841817097918,7.119187937021504,13.0,13.8,0.0005476104570819
152,152,1310,2,"By early on September 30, wind shear began to dramatically increase. A weakening trend began.",2,2.5352668880223064,0.0709889022829177,3,3.4379080360085936,0.0719909700267563,5,5.089449878782034,0.0998308124479336,6,5.5024264150706585,0.0727942849456181,4,4.399766184389591,0.1205897528476969,4,4.280659601092339,0.0977062867445425,2,2.302940934896469,0.0521464796753847,4,3.996104810627912,0.0130092749887692,3,3.0368910998514917,0.0199992415000912,3,3.0953385100363,0.0260542644681253,2,2.220440828128972,0.0490734170778036,7.989390760661081,4,4.550648488104343,0.1009419632852146,6.938209503889084,4,4.80200257897377,0.0907868314629772,7.889272727072239,2,2.302940934896469,0.0521464796753847,8.0,4,3.849503167963121,0.0824764092025591,6.836527547308378,6,5.560290846100543,0.0800216350767193,7.087173353938852,6,5.668122660834342,0.0609639120418482,7.530605151528107,4,4.104026604582373,0.0350697963507917,7.012344836111879,2,2.119263082632948,0.0352506020743571,8.060071502487517,8.6,7.1,0.0003273474217662
153,153,2132,1,The New York City housing authority police Department enforced laws in New York City from 1952 to 1995.,2,1.9826848003954185,0.0337054354794713,3,3.2871492098202,0.0829115498834953,3,3.055181860923767,0.1274382849973877,3,3.110880599357188,0.0745462345014637,6,6.223472386598587,0.1057672005892424,6,5.550659418106079,0.104772795197713,2,2.0,-0.0,3,3.068944918384432,0.0203759175709378,3,3.4425834306475736,0.0596305661745436,3,2.634526343929487,0.0680201870962842,2,2.330170835222816,0.0656246009601633,8.045732446636066,6,5.455271437764168,0.1077657311318689,7.348645567893982,6,5.907525837421417,0.0691198201282984,8.0,2,2.110727496445179,0.0295902015580156,8.132964119315147,3,3.494318510929588,0.0801100876438579,6.999861418089495,6,5.13036485016346,0.1392843620609402,7.123452868720051,3,3.408262899843976,0.0812259062482434,8.025225572631797,4,3.729603630235019,0.0551953926780879,7.1066309084926615,2,1.9046619313668856,0.0303532462600876,8.182399132279897,8.0,10.1,0.0004395933387903
154,154,2129,1,Gumbasia was made in a style Vorkapich taught called kinesthetic film principles.,3,2.587925194413401,0.0747372216575512,3,2.7320943152881227,0.0630863572368674,6,5.741338882129639,0.0902783085357263,6,6.043804434862977,0.0437353383169015,4,5.520948223769665,0.1368113220948723,4,3.3831629678606987,0.108613144163636,4,3.9392410069704056,0.0639900219117232,4,4.381483252169488,0.0546311390102165,3,3.1493161652676704,0.0346300559449085,5,4.999050325332973,0.0046407722118459,6,5.484030943829566,0.1099056738144241,7.070495645969913,4,4.7808025404810905,0.1163016462819963,6.871858060359955,4,4.092473827302456,0.0691198302636055,7.841130077838898,4,3.845435164868832,0.0692626924856994,8.0,4,3.795469718170352,0.0719698093774425,6.853276675363304,6,5.69171990279574,0.0885705900498443,7.02202003862476,6,6.069858597606071,0.0431086987853892,7.678881985646058,4,4.42342555500835,0.0589565604847844,7.001628465077374,5,4.947812848074186,0.0283325675249053,7.147990477688372,6.8,12.0,0.0005205957179842
155,155,2153,1,Britpop in the 90's was about bands like British guitar pop of the 1960's.,4,4.718086317181587,0.1417361447986073,6,6.003215606091544,0.066791753976881,5,4.900884482078254,0.1155501929644445,6,5.935605069738813,0.0765458656044802,6,6.4003044962883,0.102213437568616,6,5.532483488321304,0.1130772908794235,2,2.1329642087221146,0.0333268359257557,4,4.189392025802135,0.0413175007960731,3,2.785510276103878,0.0455720788482265,3,3.0923023385891213,0.0272873493412116,5,5.302959255874157,0.1294781275241469,6.915413964183244,6,6.441479295492172,0.0982076195779755,7.260828077793121,6,6.086045518517494,0.0817455597624738,7.778546333312988,2,2.075858175754547,0.022831160316721,8.0,6,6.26733497454552,0.0697824080250295,5.399591430672444,6,5.406347736250609,0.1080410390810245,6.924290645183646,6,6.14050975732971,0.0708269476451169,7.650904119891493,4,4.210431804553082,0.0539284484592635,7.008501627860824,2,2.0085767681390934,0.0047610977351284,8.119175551012114,2.9,6.1,0.0003654834234076
156,156,995,2,A Fortification was built later to protect the Eastern border lands.,2,2.000490599484692,0.029424788681752,2,2.194185820131679,0.0426206397287883,3,3.252000242471695,0.1382152060148358,3,2.690420483042544,0.0544879205192035,4,4.683177851140499,0.1344030616249378,4,3.383163444697857,0.1086131847048647,2,2.1329642087221146,0.0333268359257557,4,3.622925667487948,0.0534637039294229,3,3.118176778618136,0.0320449937723266,1,1.0758584220501477,0.0258869507255138,2,2.195670761600581,0.0483226269892782,8.053164761019616,4,3.537543632090092,0.1415287095953953,7.128141939640045,4,4.498616233468056,0.0758647808941189,7.777300089597702,2,2.1588689982891083,0.0372213555746297,8.0,3,3.03512473765295,0.0531557760368746,7.016805138558993,2,2.964669950306416,0.1428990757740595,7.407674533315003,3,3.593013193283696,0.0826583400508782,8.012295145111977,4,3.707773939686831,0.0495101709347774,7.05336094363156,1,1.0109869634716686,0.005831110747896,8.998830575389578,8.8,8.9,0.0003531824833577
157,157,1943,2,Small value Inductors can also be built on integrated circuits. This can be done using the same processes that are used to make transistors.,2,2.070228674391956,0.0262446533837501,3,3.285721882803045,0.0589454656227374,4,4.269941009581089,0.129387209038918,4,4.264657110295957,0.0688760468227301,6,5.288122192025185,0.1038137721634843,4,4.242916777729988,0.0996853473621119,2,2.500377982854843,0.0766507739644878,4,3.8744935344699343,0.0344652101311349,3,3.2225993407632814,0.0467141843302486,2,1.9998135522560945,0.0003086364844861,3,2.8592595928003,0.0531822231406751,7.943252021464104,4,4.390005558729172,0.0937955176644619,7.275040715932846,6,5.146975994110107,0.0916411669095356,7.739171475172043,2,2.500377207994461,0.076650723287952,8.0,4,3.655040794496017,0.065068795611466,6.925792709095276,6,5.289173681288958,0.1222415722317448,7.260747629276011,5,4.986800492741168,0.0840817371410261,7.817535308679453,4,3.982127415091611,0.0310129657870065,7.0257503050379455,2,1.994089047953878,0.0034919773321854,8.22268969471952,6.8,7.6,0.0003625063883102
158,158,1766,2,"Nevertheless, Tagore emulated numerous styles. These included Craftwork from northern new Ireland. also included were Haida carvings from the West Coast of Canada( British Columbia). Lastly, he emulated Woodcuts by Max Pechstein.",3,3.828934406861663,0.1147123286105786,5,5.478001631679945,0.0645615143952532,6,5.9198835723800585,0.0655514651880562,6,5.859092108366895,0.0387463048078526,6,5.68037274479866,0.1120324420641517,6,5.9645320028066635,0.0745804145000082,6,5.734071433544159,0.0333268359257557,4,4.372459260424193,0.0579552228598805,4,3.902916076978727,0.0569703073539081,7,6.643191794632003,0.0650526851836018,4,4.303767954930663,0.1129843153225831,7.313048310475779,4,4.775545597076416,0.0893525233347203,7.000000417232513,6,5.777300029993057,0.0450870558019201,7.65135532617569,6,6.062482971698046,0.0198733774285412,7.302940785884857,6,5.917019236840133,0.0379236576423094,6.094944779673824,6,5.924746275763027,0.0716098342329967,6.761366910475772,6,5.873306884292106,0.0361582056680711,7.3196743645503375,6,5.795094404918473,0.0441855944311182,7.0292984820043785,5,5.079346578722493,0.0280198260263441,7.880795660850248,8.8,11.7,0.0003867048275627
159,159,524,2,"From the telephone exchange, the port Jackson district commandant could get through with all military setting UPS on the harbour.",7,7.352891564427409,0.077114691688262,6,5.746762054972351,0.0560006460866516,7,3.704928502440453,0.1617265205915279,7,6.895014012421598,0.0302339681445163,7,7.117875158786774,0.0907868314629772,8,7.65135532617569,0.0549749854538071,6,6.222700327634811,0.0450870558019201,7,6.962467505788624,0.0128882163068855,6,5.131278988228587,0.0969712577403654,8,7.754895567893982,0.0536859173254182,8,7.673768007269246,0.0573128806457046,6.982730072792037,7,6.933118343353272,0.093015544966547,6.697290658950806,7,7.3973148465156555,0.0571263766990423,7.394117772579193,6,6.260828107595444,0.0487954481362548,7.5,6,6.1139008549944265,0.0441387643490358,6.211396948376205,2,1.975587544962764,0.1070245716636572,8.230729918228462,7,6.77305123367114,0.0469825670328781,7.412560397642665,7,6.9520205744883725,0.0155418710999501,7.997736525685468,7,6.73021648771828,0.0568268006105138,7.02268113707018,9.9,14.5,0.0004078825226264
160,160,269,1,It is the economic centre of northern Nigeria and for the making and shipping of groundnuts.,2,2.333899101940915,0.0663262278916403,3,3.104908175679157,0.052107852435999,4,4.4894709242507815,0.1087275611919454,4,4.508497009170242,0.0813517597006428,6,5.958395041525364,0.1236823897983998,7,6.602685809135437,0.0571263412254672,2,2.1588689982891083,0.0372213555746297,4,4.484031143951029,0.0709396480859094,3,3.278065873468222,0.0514431371376259,3,2.986593743770868,0.0606990286460157,2,2.4682901038904674,0.0717688466049048,7.995912513020812,6,6.445053666830063,0.1173761510060224,6.794628977775574,7,6.739171504974365,0.0487954481362548,7.682262361049652,2,2.222700208425522,0.0450870558019201,8.0,5,4.828262304188684,0.0952970152963972,6.319536643997708,5,4.760286083444953,0.1120555028754359,6.847323319176212,6,5.513691314263269,0.0715323233632867,7.817526903956377,4,4.380593617720479,0.0622778299345849,7.022910118554137,2,1.9940177655065727,0.0044320774925501,8.182404269211474,8.4,9.2,0.0003520277394664
161,161,2135,2,She performed for President Reagan in 1988's great performances at the White House series. The performance aired on the public Broadcasting service.,3,3.425495643168688,0.110915995065197,4,4.035261150886072,0.0612491667844757,3,3.3345597833395004,0.1293072762536792,4,4.741786006372422,0.0978328661557197,6,5.789861336350441,0.1075013719151773,6,5.907525837421417,0.0691198201282984,2,2.4119948148727417,0.0691198201282984,5,4.762115005665692,0.0479412243795799,4,4.2927898140769685,0.0548398497347878,2,2.029428152643576,0.0128178722656364,3,3.570809224620461,0.1069534207992771,7.776793685807206,6,5.2231060937047005,0.1065615350174051,7.348645567893982,6,5.811277523636818,0.04118128342827,7.602685838937759,2,2.53972789645195,0.0792280913578749,8.0,5,4.609907716396265,0.0808808550813051,6.562332536122085,6,4.689845897257328,0.1330987706548231,6.896425063780043,5,5.240104837401304,0.0857159940467976,7.932843396454587,5,4.834423625089499,0.0440091631498793,7.0051222287875134,2,2.0000291929732583,4.2517027220592486e-05,8.222684658783685,7.6,11.2,0.0002959018378101
162,162,1340,1,A Mutant is an imaginary character in marvel comic books.,1,1.2229210602397416,0.0461508669111985,2,1.936040029177093,0.0262498500901297,1,1.1368920529494062,0.0332860507774406,1,1.0230846310232664,0.0088418733313672,1,1.0,-0.0,2,2.6111335791647434,0.1016654620516261,2,1.8411304354667664,0.0372214341232602,2,2.000156230181303,0.0003814130306933,2,2.006415558640686,0.0190108151738809,1,1.119203075166395,0.0352181839234654,1,1.3489659731062602,0.0562973372004416,8.989292545075159,1,1.0758581757545471,0.022831160316721,8.69705981016159,4,3.467948853969574,0.1071214093850025,8.0,2,1.6970598101615906,0.0521464239311953,8.448104560375214,2,1.964106602637912,0.0233242000633182,7.956978126105241,1,1.0860299126943571,0.0237059891999032,8.496877416735515,1,1.120170636640978,0.0308109512280968,8.999390363894861,2,1.9976324656342968,0.0022428998937688,7.998838462858657,1,1.0085774437063229,0.004758048837341,8.99929049600821,8.4,6.2,0.0003845813622713
163,163,428,1,"On 16 June 2009, the official release date of the resistance was advertised on the band's Website.",3,2.629312748555094,0.0846636248410258,3,2.9169201347976923,0.0551147467200945,3,3.827631520107389,0.1306845037841616,4,4.307837424566969,0.086939980376549,4,4.631897956132889,0.1439770045286174,6,5.820377230644226,0.1075013617798702,2,2.0918154418468475,0.0260775017343537,5,4.567993637862514,0.0571755383698046,3,3.065834357968299,0.0394673607538333,3,3.2658088832313297,0.0736963513503326,3,4.385722126811743,0.1401247070395471,7.675128634196881,4,4.036526769399643,0.1214698319744454,7.391650229692459,6,6.177110642194748,0.0741037814101277,8.0,2,2.4119948148727417,0.0691198201282984,8.0,3,3.193827057461021,0.0622441145729548,7.0092734844020015,6,5.113885100930929,0.1239784685774361,7.067085645336192,6,5.244444786338136,0.0903034275331475,7.777264645550986,5,4.937474031776219,0.0354142013544959,7.005109612844535,2,2.0023201739983136,0.0018198982219454,8.01394068699616,8.7,9.8,0.0004227603448281
164,164,1613,2,In 1987 Wexler was inducted into the rock and roll hall of fame.,1,1.438629750837208,0.0598697012271256,2,1.9401550137845327,0.0318187337329602,1,1.1573100299574437,0.0371612137445946,1,1.040038180512056,0.0136163142355178,1,1.0918154120445251,0.0260775017343537,2,2.471905753016472,0.1079984681902168,2,1.889272592961788,0.0295902015580156,2,2.1480865327002903,0.0337058486713658,2,2.1033392407099427,0.0297098220678969,1,1.000000039111406,3.3461540752479014e-08,2,1.626438609077013,0.0591119188841343,8.264854399688375,1,1.310238566249609,0.0595569956565749,8.551895439624786,4,3.9020298421382904,0.1259182993700541,8.0,2,1.8892730474472048,0.0295901306108655,8.348645627498627,2,2.024858712960849,0.0238074846915793,7.869038094198913,1,1.2981110895052552,0.0579727075583522,8.273535564658232,1,1.4950365465629147,0.0660548742112596,8.999623415106385,2,2.407430330228941,0.0545071187468438,7.999959938766551,1,1.0000000002325646,2.563340425509942e-10,8.999089454039689,3.6,3.9,0.0003462709790264
165,165,2009,1,During birth the vagina can stretch to fit the baby.,2,1.7070019675275034,0.0532127696142933,2,2.1503484160930384,0.0391186575680246,2,2.717784695327282,0.127981167414595,2,1.6526276995027729,0.0664086509750536,4,4.411238104104996,0.1405166484987907,2,1.5518954396247864,0.0584733742237571,2,2.0,-0.0,3,2.947565710047158,0.0215570537054886,2,2.267776089888798,0.0488086913415888,1,1.1480472453526016,0.0404209868650524,2,1.8736468313955184,0.036954031211188,8.139373652557879,4,2.7824312448501587,0.1292103991656939,7.483999133110046,2,2.5659350752830505,0.080847125594456,8.0,2,2.0,-0.0,8.132964119315147,2,2.3548613130114973,0.0611014730147682,7.21938788175612,2,2.7687005512416363,0.1268108940019663,7.37630520761013,2,2.031512945162831,0.065218920869491,8.957521723472325,2,2.2952015167305007,0.0490239402808089,7.999208537553386,1,1.2689414051771075,0.0561241277092656,8.999948058997639,3.7,3.8,0.0002915131271312
